category,omics,timepoint,ontology,experiment_id,term_id,term_name,expected_direction,up_signed_score,down_signed_score,up_contribution,down_contribution,max_abs_contribution,contributing_cluster
axenic_dying,RNA,day 14,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,-4.5159933428897325,0.0,4.5159933428897325,4.5159933428897325,DOWN
axenic_dying,RNA,day 14,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,-3.690164212650079,0.0,3.690164212650079,3.690164212650079,DOWN
axenic_dying,RNA,day 14,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,-11.257548537128583,0.0,10.0,10.0,DOWN
axenic_dying,RNA,day 14,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,kegg.pathway:ko00190,Oxidative phosphorylation,down,0.2694980655865691,-0.1129492105943141,0.0,0.0,0.0,-
axenic_dying,RNA,day 14,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,kegg.pathway:ko00195,Photosynthesis,down,-0.0,-15.08424197756042,0.0,10.0,10.0,DOWN
axenic_dying,RNA,day 14,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,down,-0.0,-2.1011145228807,0.0,2.1011145228807,2.1011145228807,DOWN
axenic_dying,RNA,day 14,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,kegg.pathway:ko00910,Nitrogen metabolism,up,0.6274912660934643,0.0,0.0,0.0,0.0,-
axenic_dying,RNA,day 14,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,kegg.pathway:ko01200,Carbon metabolism,down,-0.0,-0.4094149636849587,0.0,0.0,0.0,-
axenic_dying,RNA,day 14,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,kegg.pathway:ko03010,Ribosome,down,-0.0,-14.739898056981744,0.0,10.0,10.0,DOWN
coculture,RNA,day 18,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,up,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 18,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 18,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 18,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 18,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 18,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 18,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 18,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00190,Oxidative phosphorylation,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 18,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00195,Photosynthesis,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 18,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 18,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00910,Nitrogen metabolism,up,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 18,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko01200,Carbon metabolism,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 18,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko03010,Ribosome,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,up,0.7672692162494,0.0,0.0,0.0,0.0,-
coculture,RNA,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,0.2335263340782017,0.0,0.0,0.0,0.0,-
coculture,RNA,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,-0.4770264480079089,0.0,0.0,0.0,-
coculture,RNA,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,-0.0858369298725749,0.0,0.0,0.0,-
coculture,RNA,day 31,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,0.2335263340782017,0.0,0.0,0.0,0.0,-
coculture,RNA,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00190,Oxidative phosphorylation,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00195,Photosynthesis,down,-0.0,-1.5027623389299902,0.0,1.5027623389299902,1.5027623389299902,DOWN
coculture,RNA,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,down,-0.0,-0.1122051807863196,0.0,0.0,0.0,-
coculture,RNA,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00910,Nitrogen metabolism,up,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko01200,Carbon metabolism,down,-0.0,-0.1140055453992666,0.0,0.0,0.0,-
coculture,RNA,day 31,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko03010,Ribosome,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 60,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,up,0.4850290168023318,0.0,0.0,0.0,0.0,-
coculture,RNA,day 60,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,-0.0,-0.213423719798752,0.0,0.0,0.0,-
coculture,RNA,day 60,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,down,-0.0,-0.213423719798752,0.0,0.0,0.0,-
coculture,RNA,day 60,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-0.0,-0.0430143567821954,0.0,0.0,0.0,-
coculture,RNA,day 60,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,-1.792346761605062,0.0,1.792346761605062,1.792346761605062,DOWN
coculture,RNA,day 60,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,-1.792346761605062,0.0,1.792346761605062,1.792346761605062,DOWN
coculture,RNA,day 60,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 60,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00190,Oxidative phosphorylation,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 60,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00195,Photosynthesis,down,-0.0,-8.237670132027016,0.0,8.237670132027016,8.237670132027016,DOWN
coculture,RNA,day 60,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,down,-0.0,-0.0509904119698093,0.0,0.0,0.0,-
coculture,RNA,day 60,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00910,Nitrogen metabolism,up,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 60,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko01200,Carbon metabolism,down,-0.0,-0.022226239669158,0.0,0.0,0.0,-
coculture,RNA,day 60,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko03010,Ribosome,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,up,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,1.2007576869764984,0.0,0.0,0.0,0.0,-
coculture,RNA,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00190,Oxidative phosphorylation,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00195,Photosynthesis,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00910,Nitrogen metabolism,up,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko01200,Carbon metabolism,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,day 89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko03010,Ribosome,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,days 60+89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,up,0.2224178980943621,0.0,0.0,0.0,0.0,-
coculture,RNA,days 60+89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,-0.0,-0.1634549047105324,0.0,0.0,0.0,-
coculture,RNA,days 60+89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,days 60+89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,1.0353971229825092,0.0,0.0,0.0,0.0,-
coculture,RNA,days 60+89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,-1.0133544291362926,0.0,0.0,0.0,-
coculture,RNA,days 60+89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,-0.1634549047105324,0.0,0.0,0.0,-
coculture,RNA,days 60+89,cyanorak_role,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,days 60+89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00190,Oxidative phosphorylation,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,days 60+89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00195,Photosynthesis,down,-0.0,-0.8283326834444975,0.0,0.0,0.0,-
coculture,RNA,days 60+89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,days 60+89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko00910,Nitrogen metabolism,up,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,days 60+89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko01200,Carbon metabolism,down,-0.0,0.0,0.0,0.0,0.0,-
coculture,RNA,days 60+89,kegg,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,kegg.pathway:ko03010,Ribosome,down,-0.0,0.0,0.0,0.0,0.0,-
