locus_tag,gene_name,product,gene_category,annotation_quality,organism_name,annotation_types,expression_edge_count,significant_up_count,significant_down_count,closest_ortholog_group_size,closest_ortholog_genera,cluster_membership_count,cluster_types,numeric_metric_count,boolean_metric_count,categorical_metric_count,gene_summary,function_description,all_identifiers,numeric_metric_types_observed,boolean_metric_types_observed,categorical_metric_types_observed,compartments_observed,derived_metric_count,derived_metric_value_kinds
PMM0309,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,27,4,1,5.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00309 | Q7TUF6 | TX50_RS01600 | WP_011131946.1,,,,,0,
PMM0327,invA,alkaline and neutral invertase,Carbohydrate metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,27,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,6,0,0,invA :: alkaline and neutral invertase :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00327 | Q8GBX9 | TX50_RS01700 | WP_011131964.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0333,rimI,acetyltransferase family protein,Transcription,3,Prochlorococcus MED4,go_mf | pfam | cog_category | kegg | brite | ec | tigr_role,27,3,1,12.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,rimI :: acetyltransferase family protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00333 | Q7V2X0 | TX50_RS01755 | WP_011131970.1,,,,,0,
PMM0334,,conserved hypothetical protein (DUF3104),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,27,7,2,18.0,Prochlorococcus | Synechococcus,4,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein (DUF3104) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00334 | Q7V2W9 | TX50_RS01760 | WP_011131971.1,,,,,0,
PMM0336,PTOX,plastoquinol terminal oxidase,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,41,21,3,6.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,PTOX :: plastoquinol terminal oxidase :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00336 | Q7V2W8 | TX50_RS01770 | WP_011131973.1,,,,,0,
PMM0337,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | tigr_role,23,11,2,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00337 | Q7V2W7 | TX50_RS01775 | WP_011131974.1,,,,,0,
PMM0338,,conserved hypothetical protein CHP03894,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,27,4,0,9.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,6,0,0,conserved hypothetical protein CHP03894 :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00338 | Q7V2W6 | TX50_RS01785 | WP_011131975.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0339,T8L23.23,carotenoid isomerase protein family,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,27,9,0,10.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,T8L23.23 :: carotenoid isomerase protein family :: Phytoene dehydrogenase,Phytoene dehydrogenase,CK_Pro_MED4_00339 | TX50_RS01795 | WP_036930937.1,,,,,0,
PMM0341,,nif11-like leader peptide domain protein,Unknown,2,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,27,6,2,12.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,nif11-like leader peptide domain protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00341 | Q7V2W3 | TX50_RS01805 | WP_011131978.1,,,,,0,
PMM0342,,"helper component proteinase, Prochlorococcus-specific",Unknown,2,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,21,7,1,7.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,"helper component proteinase, Prochlorococcus-specific :: Alternative locus ID",Alternative locus ID,CK_Pro_MED4_00342 | TX50_RS01810 | WP_036930935.1,,,,,0,
PMM0347,,uncharacterized conserved membrane protein,Unknown,1,Prochlorococcus MED4,go_cc | cog_category | cyanorak_role | tigr_role,26,10,4,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,uncharacterized conserved membrane protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00347 | Q7V2V9 | TX50_RS01840 | WP_011131984.1,,,,,0,
PMM0348,,conserved hypothetical protein family PM-17,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,31,13,3,8.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein family PM-17 :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00348 | Q7TUE9 | TX50_RS01845 | WP_011131985.1,,,,,0,
PMM0349,arfB,RF-1 domain protein,Translation,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | tigr_role,16,3,1,14.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,arfB :: RF-1 domain protein :: protein YaeJ with similarity to translation release factor,protein YaeJ with similarity to translation release factor,CK_Pro_MED4_00349 | Q7V2V8 | TX50_RS01850 | WP_011131986.1,,,,,0,
PMM0351,,conserved hypothetical protein,Unknown,0,Prochlorococcus MED4,cyanorak_role | tigr_role,25,2,1,6.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: -,,CK_Pro_MED4_00351 | Q7TUE8 | TX50_RS01860 | WP_011131988.1,,,,,0,
PMM0359,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,16,5,0,4.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00359 | TX50_RS09400 | WP_152556154.1,,,,,0,
PMM0360,,conserved hypothetical protein DUF985,Unknown,1,Prochlorococcus MED4,go_mf | pfam | cog_category | kegg | cyanorak_role | tigr_role,16,2,0,10.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein DUF985 :: Cupin superfamily (DUF985),Cupin superfamily (DUF985),CK_Pro_MED4_00360 | Q7V2V0 | TX50_RS01910 | WP_011131997.1,,,,,0,
PMM0361,,conserved hypothetical protein,Coenzyme metabolism,1,Prochlorococcus MED4,go_mf | cog_category | cyanorak_role | tigr_role,24,2,1,5.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00361 | Q7TUE5 | TX50_RS01915 | WP_011131998.1,,,,,0,
PMM0363,,"transcriptional regulator, MarR family",Regulatory functions,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | cyanorak_role | tigr_role,28,11,0,2.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,"transcriptional regulator, MarR family :: Alternative locus ID",Alternative locus ID,CK_Pro_MED4_00363 | Q7V2U8 | TX50_RS01925 | WP_011132000.1,,,,,0,
PMM0364,,conserved hypothetical protein (DUF3303),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,33,11,3,1.0,Prochlorococcus,3,condition_comparison | diel | time_course,6,0,0,conserved hypothetical protein (DUF3303) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00364 | Q7TUE4 | TX50_RS01935 | WP_011132001.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0365,,possible DsrE-like protein,Unknown,2,Prochlorococcus MED4,pfam | cog_category,37,16,2,2.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,possible DsrE-like protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00365 | Q7V2U7 | TX50_RS01940 | WP_011132002.1,,,,,0,
PMM0368,,conserved hypothetical protein (DUF3303),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,36,20,2,9.0,Prochlorococcus | Synechococcus,4,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein (DUF3303) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00368 | Q7V2U4 | TX50_RS01955 | WP_011132005.1,,,,,0,
PMM0369,,conserved hypothetical protein,Translation,1,Prochlorococcus MED4,cog_category | tigr_role,16,2,0,9.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00369 | TX50_RS01965 | WP_036930922.1,,,,,0,
PMM0370,cynA,"cyanate ABC transporter, substrate-binding protein",Central intermediary metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,33,18,3,2.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,"cynA :: cyanate ABC transporter, substrate-binding protein :: thiamine-containing compound biosynthetic process",thiamine-containing compound biosynthetic process,CK_Pro_MED4_00370 | Q7V2U3 | TX50_RS01970 | WP_011132007.1,,,,,0,
PMM0371,cynB,"cyanate ABC transporter, permease protein",Central intermediary metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,27,12,1,2.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,"cynB :: cyanate ABC transporter, permease protein :: Binding-protein-dependent transport system inner membrane component",Binding-protein-dependent transport system inner membrane component,CK_Pro_MED4_00371 | Q7V2U2 | TX50_RS01975 | WP_011132008.1 | ntrB,,,,,0,
PMM0372,cynD,cyanate ABC transporter ATP-binding protein,Central intermediary metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,12,0,2.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,cynD :: cyanate ABC transporter ATP-binding protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00372 | Q7V2U1 | TX50_RS01980 | WP_011132009.1,,,,,0,
PMM0374,tatA,"twin arginine-targeting translocase, TatA/E family protein",Post-translational modification,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,19,7,1,16.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,"tatA :: twin arginine-targeting translocase, TatA/E family protein :: Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system. ; FUNCTION: Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across the thylakoid membrane. Involved in delta pH-dependent protein transport required for chloroplast development, especially thylakoid membrane formation. TATC and TATB mediate precursor recognition, whereas TATA facilitates translocation","Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system. ; FUNCTION: Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across the thylakoid membrane. Involved in delta pH-dependent protein transport required for chloroplast development, especially thylakoid membrane formation. TATC and TATB mediate precursor recognition, whereas TATA facilitates translocation",CK_Pro_MED4_00374 | Q7V2T9 | TX50_RS01990 | WP_011132011.1,,,,,0,
PMM0383,,uncharacterized TonB box-containing membrane protein,Cell wall and membrane,1,Prochlorococcus MED4,go_bp | go_cc | pfam | cog_category | kegg | cyanorak_role | tigr_role,29,8,2,8.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,uncharacterized TonB box-containing membrane protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00383 | Q7V2T2 | TX50_RS02045 | WP_011132020.1,,,,,0,
PMM0391,engA,ribosome-associated GTPase,Translation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,3,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,engA :: ribosome-associated GTPase :: GTPase that plays an essential role in the late steps of ribosome biogenesis,GTPase that plays an essential role in the late steps of ribosome biogenesis,CK_Pro_MED4_00391 | TX50_RS02105 | WP_011132027.1 | der,,,,,0,
PMM0419,mqoA,malate:quinone oxidoreductase,Carbohydrate metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,mqoA :: malate:quinone oxidoreductase :: malate quinone oxidoreductase,malate quinone oxidoreductase,CK_Pro_MED4_00419 | TX50_RS02255 | WP_011132055.1,,,,,0,
PMM0420,lepA,GTP-binding protein LepA,Cell wall and membrane,3,Prochlorococcus MED4,go_mf | pfam | cog_category | kegg | ec | cyanorak_role | tigr_role,25,6,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"lepA :: GTP-binding protein LepA :: Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner","Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner",CK_Pro_MED4_00420 | TX50_RS02260 | WP_011132056.1,,,,,0,
PMM0422,trmH,tRNA guanosine-2^-O-methyltransferase,Translation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,28,2,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,trmH :: tRNA guanosine-2^-O-methyltransferase :: Catalyzes the 2^-O methylation of guanosine at position 18 in tRNA,Catalyzes the 2^-O methylation of guanosine at position 18 in tRNA,CK_Pro_MED4_00422 | Q7TUD5 | TX50_RS02270 | WP_011132058.1,,,,,0,
PMM0426,sun,ribosomal RNA small subunit methyltransferase B,Translation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,32,8,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,sun :: ribosomal RNA small subunit methyltransferase B :: Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA,Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA,CK_Pro_MED4_00426 | Q7V2P6 | TX50_RS02300 | WP_011132062.1,,,,,0,
PMM0432,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category | tigr_role,16,3,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00432 | Q7V2P0 | TX50_RS02330 | WP_011132068.1,,,,,0,
PMM0433,birA,biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,4,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,birA :: biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase :: Alternative locus ID,Alternative locus ID,BirA | CK_Pro_MED4_00433 | Q7TUD4 | TX50_RS02335 | WP_011132069.1,,,,,0,
PMM0443,,abrB-like transcriptional regulator family protein,Transcription,3,Prochlorococcus MED4,go_mf | go_cc | pfam | cog_category | cyanorak_role | tigr_role,27,3,1,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,abrB-like transcriptional regulator family protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00443 | Q7V2N2 | TX50_RS02385 | WP_011132079.1,,,,,0,
PMM0445,ctaDI,cytochrome c oxidase subunit I,Carbohydrate metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,28,4,1,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,ctaDI :: cytochrome c oxidase subunit I :: Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1-3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B,Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1-3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B,(coxA) | CK_Pro_MED4_00445 | Q7V2N0 | TX50_RS02395 | WP_011132081.1 | ctaD,,,,,0,
PMM0446,ctaCI,cytochrome c oxidase subunit II,Carbohydrate metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,33,6,3,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,ctaCI :: cytochrome c oxidase subunit II :: Subunits I and II form the functional core of the enzyme complex. Electrons originating in cytochrome c are transferred via heme a and Cu(A) to the binuclear center formed by heme a3 and Cu(B),Subunits I and II form the functional core of the enzyme complex. Electrons originating in cytochrome c are transferred via heme a and Cu(A) to the binuclear center formed by heme a3 and Cu(B),(coxB) | CK_Pro_MED4_00446 | Q7V2M9 | TX50_RS02400 | WP_011132082.1 | coxB | ctaC,,,,,0,
PMM0447,ctaA,cytochrome oxidase biogenesis protein,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,20,7,1,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,ctaA :: cytochrome oxidase biogenesis protein :: cytochrome oxidase biogenesis protein Cox15-CtaA,cytochrome oxidase biogenesis protein Cox15-CtaA,CK_Pro_MED4_00447 | TX50_RS02405 | WP_036930905.1,,,,,0,
PMM0448,ctaB,protoheme IX farnesyltransferase,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,28,5,3,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,ctaB :: protoheme IX farnesyltransferase :: Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group,Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group,CK_Pro_MED4_00448 | TX50_RS02410 | WP_011132084.1,,,,,0,
PMM0449,ccmA,"ABC-type multidrug transport system, ATPase component",Transport,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,28,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"ccmA :: ABC-type multidrug transport system, ATPase component :: ABC-type multidrug transport system",ABC-type multidrug transport system,CK_Pro_MED4_00449 | Q7V2M6 | TX50_RS02415 | WP_011132085.1,,,,,0,
PMM0450,ycf38,ABC-2 type transporter family protein,Transport,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | tigr_role,24,1,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,ycf38 :: ABC-2 type transporter family protein :: Transport permease protein,Transport permease protein,CK_Pro_MED4_00450 | Q7V2M5 | TX50_RS02420 | WP_011132086.1,,,,,0,
PMM0451,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,19,2,1,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00451 | Q7V2M4 | TX50_RS02425 | WP_011132087.1,,,,,0,
PMM0455,ldcA,muramoyltetrapeptide carboxypeptidase,Post-translational modification,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,ldcA :: muramoyltetrapeptide carboxypeptidase :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00455 | Q7V2M0 | TX50_RS02450 | WP_011132091.1,,,,,0,
PMM0456,ubiA,4-hydroxybenzoate polyprenyltransferase,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,16,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"ubiA :: 4-hydroxybenzoate polyprenyltransferase :: Catalyzes the prenylation of para-hydroxybenzoate (PHB) with an all-trans polyprenyl group. Mediates the second step in the final reaction sequence of plastoquinone-9 (PQ-9) biosynthesis, which is the condensation of the polyisoprenoid side chain with PHB, generating the first membrane-bound Q intermediate 4-hydroxy-3-solanesylbenzoate","Catalyzes the prenylation of para-hydroxybenzoate (PHB) with an all-trans polyprenyl group. Mediates the second step in the final reaction sequence of plastoquinone-9 (PQ-9) biosynthesis, which is the condensation of the polyisoprenoid side chain with PHB, generating the first membrane-bound Q intermediate 4-hydroxy-3-solanesylbenzoate",CK_Pro_MED4_00456 | Q7V2L9 | TX50_RS02455 | WP_011132092.1 | plqA,,,,,0,
PMM0458,,transcriptional regulator with a Cro/C1-type helix-turn-helix domain,Regulatory functions,3,Prochlorococcus MED4,go_mf | go_cc | pfam | cog_category | cyanorak_role | tigr_role,24,1,1,12.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,6,0,0,transcriptional regulator with a Cro/C1-type helix-turn-helix domain :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00458 | Q7V2L7 | TX50_RS02465 | WP_011132094.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0493,cxp,carboxypeptidase Taq (M32) metallopeptidase,Post-translational modification,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,27,3,1,12.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,6,0,0,"cxp :: carboxypeptidase Taq (M32) metallopeptidase :: Broad specificity carboxypetidase that releases amino acids sequentially from the C-terminus, including neutral, aromatic, polar and basic residues","Broad specificity carboxypetidase that releases amino acids sequentially from the C-terminus, including neutral, aromatic, polar and basic residues",CK_Pro_MED4_00493 | Q7V2I3 | TX50_RS02655 | WP_011132128.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0509,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | tigr_role,24,5,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00509 | Q7TUC9 | TX50_RS02735 | WP_011132144.1,,,,,0,
PMM0523,cobO1,cob(I)alamin adenosyltransferase,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,3,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,cobO1 :: cob(I)alamin adenosyltransferase :: Cob(I)alamin adenosyltransferase,Cob(I)alamin adenosyltransferase,CK_Pro_MED4_00523 | Q7V2F7 | TX50_RS02805 | WP_011132158.1 | cobO,,,,,0,
PMM0524,,phage integrase family protein,Replication and repair,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | tigr_role,24,2,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,phage integrase family protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00524 | Q7V2F6 | TX50_RS02810 | WP_011132159.1,,,,,0,
PMM0537,trpF,N-(5^phosphoribosyl)anthranilate isomerase,Amino acid metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,27,5,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,trpF :: N-(5^phosphoribosyl)anthranilate isomerase :: Belongs to the TrpF family,Belongs to the TrpF family,CK_Pro_MED4_00537 | Q7V2E3 | TX50_RS02875 | WP_011132172.1,,,,,0,
PMM0538,,metallopeptidase M50 family protein,Post-translational modification,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,24,1,2,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,metallopeptidase M50 family protein :: Belongs to the peptidase M50B family,Belongs to the peptidase M50B family,CK_Pro_MED4_00538 | TX50_RS02880 | WP_225866769.1,,,,,0,
PMM0539,lplA,lipoate---protein ligase,Coenzyme metabolism,3,Prochlorococcus MED4,go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,3,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,lplA :: lipoate---protein ligase :: Lipoate-protein ligase A,Lipoate-protein ligase A,CK_Pro_MED4_00539 | Q7V2E1 | TX50_RS02885 | WP_011132174.1,,,,,0,
PMM0548,rdgB,dITP/XTP pyrophosphatase,Nucleotide metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | ec | cyanorak_role | tigr_role,27,3,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,rdgB :: dITP/XTP pyrophosphatase :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00548 | Q7V2D2 | TX50_RS02930 | WP_011132183.1,,,,,0,
