pool,dedup_key,rep_locus_tag,rep_organism,rep_gene_name,rep_product,rep_annotation_state,rep_protein_id,freq,best_rank,og_source,og_level,n_collapsed,collapsed_members
other_hetero,eggnog:COG0087@2,HP15_380,Marinobacter (MarRef v6),rplC,50S ribosomal protein L3,informative_multi,WP_008174858.1,3,3.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0422@2,HP15_453,Marinobacter (MarRef v6),thiC,phosphomethylpyrimidine synthase ThiC,informative_multi,WP_041644939.1,3,4.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG2207@2,HP15_1056,Marinobacter (MarRef v6),,AraC family transcriptional regulator,informative_multi,WP_008170520.1,2,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0329@2,HP15_2027,Marinobacter (MarRef v6),dapA,4-hydroxy-tetrahydrodipicolinate synthase,informative_multi,WP_014577380.1,2,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0466@2,HP15_3052,Marinobacter (MarRef v6),lon,endopeptidase La,informative_multi,WP_041645590.1,2,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0195@2,HP15_3068,Marinobacter (MarRef v6),nusA,transcription termination factor NusA,informative_multi,WP_014578293.1,2,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0113@2,HP15_3335,Marinobacter (MarRef v6),hemB,porphobilinogen synthase,informative_multi,WP_014578521.1,2,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG1278@2,HP15_3373,Marinobacter (MarRef v6),cspA,cold-shock protein,informative_multi,WP_008172950.1,2,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0209@2,HP15_3649,Marinobacter (MarRef v6),nrdA,ribonucleoside-diphosphate reductase subunit alpha,informative_multi,WP_014578798.1,2,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0255@2,HP15_388,Marinobacter (MarRef v6),rpmC,50S ribosomal protein L29,informative_multi,WP_008174877.1,2,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG2873@2,HP15_641,Marinobacter (MarRef v6),metY,O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein,informative_multi,WP_008176355.1,2,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0228@2,HP15_758,Marinobacter (MarRef v6),rpsP,30S ribosomal protein S16,informative_multi,WP_008176245.1,2,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:1MWIR@1224,M8001_12870,Pseudomonas putida KT2440,ansB,asparaginase,informative_multi,WP_010953400.1,2,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1P7S0@1224,M8001_13950,Pseudomonas putida KT2440,,porin,informative_multi,WP_010953581.1,2,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MWBH@1224,SPO1210,Ruegeria pomeroyi DSS-3,,ABC transporter substrate-binding protein,informative_multi,WP_011046953.1,2,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MZN0@1224,SPO2231,Ruegeria pomeroyi DSS-3,,bactofilin family protein,informative_multi,WP_011047953.1,2,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1N1MX@1224,SPO3705,Ruegeria pomeroyi DSS-3,,substrate-binding domain-containing protein,informative_multi,WP_011049383.1,2,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1P4HU@1224,Sputw3181_2878,Shewanella sp. W3-18-1,,hypothetical protein,catch_all_only,WP_011790149.1,2,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:COG0605@2,HP15_2351,Marinobacter (MarRef v6),sodB,superoxide dismutase [Fe],informative_multi,WP_014577657.1,2,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0347@2,HP15_275,Marinobacter (MarRef v6),glnK,P-II family nitrogen regulator,informative_multi,WP_008173268.1,2,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG4663@2,HP15_3028,Marinobacter (MarRef v6),dctP,TRAP transporter substrate-binding protein DctP,informative_multi,WP_041645585.1,2,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0834@2,HP15_3031,Marinobacter (MarRef v6),artJ,transporter substrate-binding domain-containing protein,informative_multi,WP_014578262.1,2,2.0,eggnog,Bacteria,2,HP15_1419
other_hetero,eggnog:COG0221@2,HP15_3216,Marinobacter (MarRef v6),ppa,inorganic diphosphatase,informative_multi,WP_014578423.1,2,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0036@2,HP15_3286,Marinobacter (MarRef v6),rpe,ribulose-phosphate 3-epimerase,informative_multi,WP_008173385.1,2,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0031@2,HP15_3453,Marinobacter (MarRef v6),cysK,cysteine synthase A,informative_multi,WP_014578627.1,2,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0557@2,HP15_3552,Marinobacter (MarRef v6),,ribonuclease R family protein,informative_multi,WP_014578706.1,2,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0160@2,HP15_3708,Marinobacter (MarRef v6),gabT,4-aminobutyrate--2-oxoglutarate transaminase,informative_multi,WP_014578841.1,2,2.0,eggnog,Bacteria,2,HP15_3855
other_hetero,eggnog:COG0460@2,HP15_764,Marinobacter (MarRef v6),hom,homoserine dehydrogenase,informative_multi,WP_014576269.1,2,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:1MUFI@1224,SPO0719,Ruegeria pomeroyi DSS-3,etfA,electron transfer flavoprotein subunit alpha/FixB family protein,informative_multi,WP_011046469.1,2,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MURR@1224,SPO0887,Ruegeria pomeroyi DSS-3,groL,chaperonin GroEL,informative_multi,WP_011046636.1,2,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MVXS@1224,SPO2441,Ruegeria pomeroyi DSS-3,,ABC transporter substrate-binding protein,informative_multi,WP_144084001.1,2,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MVU5@1224,SPO2802,Ruegeria pomeroyi DSS-3,,BMP family protein,informative_multi,WP_044028559.1,2,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MZZ5@1224,Sputw3181_0575,Shewanella sp. W3-18-1,,cytochrome c-type biogenesis protein CcmH,informative_multi,WP_011787958.1,2,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MWFW@1224,Sputw3181_1206,Shewanella sp. W3-18-1,yhbV,U32 family peptidase,informative_multi,WP_011788557.1,2,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:COG0188@2,HP15_1360,Marinobacter (MarRef v6),gyrA,DNA gyrase subunit A,informative_multi,WP_014576789.1,2,3.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG2885@2,HP15_2034,Marinobacter (MarRef v6),pal,peptidoglycan-associated lipoprotein Pal,informative_multi,WP_008169120.1,2,3.0,eggnog,Bacteria,2,HP15_2555
other_hetero,eggnog:COG0251@2,HP15_306,Marinobacter (MarRef v6),tdcF,RidA family protein,informative_multi,WP_008169589.1,2,3.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG1664@2,HP15_354,Marinobacter (MarRef v6),,bactofilin family protein,informative_multi,WP_008173148.1,2,3.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0085@2,HP15_373,Marinobacter (MarRef v6),rpoB,DNA-directed RNA polymerase subunit beta,informative_multi,WP_041646080.1,2,3.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0185@2,HP15_384,Marinobacter (MarRef v6),rpsS,30S ribosomal protein S19,informative_multi,WP_007154011.1,2,3.0,eggnog,Bacteria,1,
other_hetero,eggnog:1MV57@1224,SPO0349,Ruegeria pomeroyi DSS-3,mdh,malate dehydrogenase,informative_multi,WP_011046110.1,2,3.0,eggnog,Proteobacteria,1,
other_hetero,locus:Sputw3181_2907,Sputw3181_2907,Shewanella sp. W3-18-1,,hypothetical protein,no_evidence,WP_014620654.1,2,3.0,,,1,
other_hetero,eggnog:COG0124@2,HP15_1494,Marinobacter (MarRef v6),hisS,histidine--tRNA ligase,informative_multi,WP_014576905.1,2,4.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0583@2,HP15_2091,Marinobacter (MarRef v6),,LysR family transcriptional regulator,informative_multi,WP_039882066.1,2,4.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG1080@2,HP15_2229,Marinobacter (MarRef v6),ppsA,phosphoenolpyruvate synthase,informative_multi,WP_373274841.1,2,4.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG4206@2,HP15_3953,Marinobacter (MarRef v6),btuB,TonB-dependent receptor plug domain-containing protein,informative_multi,WP_014579072.1,2,4.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0481@2,HP15_781,Marinobacter (MarRef v6),lepA,translation elongation factor 4,informative_multi,WP_014576285.1,2,4.0,eggnog,Bacteria,1,
other_hetero,eggnog:1MU5G@1224,SPO0326,Ruegeria pomeroyi DSS-3,phbA,acetyl-CoA C-acetyltransferase,informative_multi,WP_011046087.1,2,4.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MVEV@1224,Sputw3181_0086,Shewanella sp. W3-18-1,glcB,malate synthase,informative_multi,WP_011787506.1,2,4.0,eggnog,Proteobacteria,2,Sputw3181_2866
other_hetero,eggnog:COG2025@2,HP15_1755,Marinobacter (MarRef v6),etfA,electron transfer flavoprotein subunit alpha/FixB family protein,informative_multi,WP_014577132.1,2,5.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0133@2,HP15_1827,Marinobacter (MarRef v6),trpB,tryptophan synthase subunit beta,informative_multi,WP_373274847.1,2,5.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG3720@2,HP15_3000,Marinobacter (MarRef v6),hmuS,hemin-degrading factor,informative_multi,WP_014578240.1,2,5.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0793@2,HP15_3007,Marinobacter (MarRef v6),ctpA,S41 family peptidase,informative_multi,WP_014578245.1,2,5.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG2224@2,HP15_3234,Marinobacter (MarRef v6),aceA,isocitrate lyase,informative_multi,WP_014578440.1,2,5.0,eggnog,Bacteria,1,
other_hetero,eggnog:1MVH2@1224,SPO0674,Ruegeria pomeroyi DSS-3,tauA,taurine ABC transporter substrate-binding protein,informative_multi,WP_144083951.1,2,5.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1PERH@1224,SPO0825,Ruegeria pomeroyi DSS-3,,ABC transporter substrate-binding protein,informative_multi,WP_044027914.1,2,5.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:COG3391@2,HP15_3169,Marinobacter (MarRef v6),pedA,YVTN family beta-propeller repeat protein,informative_single,WP_041645641.1,2,6.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0055@2,HP15_3679,Marinobacter (MarRef v6),atpD,F0F1 ATP synthase subunit beta,informative_multi,WP_008172594.1,2,6.0,eggnog,Bacteria,1,
other_hetero,eggnog:1MV2M@1224,SPO0193,Ruegeria pomeroyi DSS-3,flgK,flagellar hook-associated protein FlgK,informative_multi,WP_011045962.1,2,6.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:COG2225@2,HP15_2188,Marinobacter (MarRef v6),glcB,malate synthase G,informative_multi,WP_014577523.1,2,7.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0236@2,HP15_2212,Marinobacter (MarRef v6),acpP,acyl carrier protein,informative_multi,WP_008174976.1,2,7.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0365@2,HP15_3799,Marinobacter (MarRef v6),,acetoacetate--CoA ligase,informative_multi,WP_014578928.1,2,7.0,eggnog,Bacteria,1,
other_hetero,eggnog:1MUZY@1224,Sputw3181_1098,Shewanella sp. W3-18-1,mobH,MobH family relaxase,informative_multi,WP_011788468.1,2,7.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:COG4150@2,HP15_1344,Marinobacter (MarRef v6),cysP,thiosulfate ABC transporter substrate-binding protein CysP,informative_multi,WP_014576774.1,2,8.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0073@2,HP15_1076,Marinobacter (MarRef v6),pheT,phenylalanine--tRNA ligase subunit beta,informative_multi,WP_014576544.1,1,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0047@2,HP15_1239,Marinobacter (MarRef v6),purL,phosphoribosylformylglycinamidine synthase,informative_multi,WP_014576687.1,1,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG3170@2,HP15_1306,Marinobacter (MarRef v6),,DUF1631 domain-containing protein,informative_multi,WP_014576739.1,1,1.0,eggnog,Bacteria,2,HP15_1830
other_hetero,eggnog:COG2183@2,HP15_216,Marinobacter (MarRef v6),yhgF,Tex family protein,informative_multi,WP_014575831.1,1,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG1026@2,HP15_2231,Marinobacter (MarRef v6),,insulinase family protein,informative_multi,WP_014577554.1,1,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0421@2,HP15_273,Marinobacter (MarRef v6),speE,polyamine aminopropyltransferase,informative_multi,WP_014575878.1,1,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0719@2,HP15_2984,Marinobacter (MarRef v6),sufB,Fe-S cluster assembly protein SufB,informative_multi,WP_008169346.1,1,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG1734@2,HP15_332,Marinobacter (MarRef v6),dksA,RNA polymerase-binding protein DksA,informative_multi,WP_014575920.1,1,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0080@2,HP15_369,Marinobacter (MarRef v6),rplK,50S ribosomal protein L11,informative_multi,WP_008174831.1,1,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG1846@2,HP15_3821,Marinobacter (MarRef v6),,MarR family transcriptional regulator,informative_multi,WP_008176821.1,1,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0202@2,HP15_404,Marinobacter (MarRef v6),rpoA,DNA-directed RNA polymerase subunit alpha,informative_multi,WP_008174911.1,1,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0070@2,HP15_482,Marinobacter (MarRef v6),gltB,glutamate synthase large subunit,informative_multi,WP_014576034.1,1,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0488@2,HP15_488,Marinobacter (MarRef v6),yjjK,energy-dependent translational throttle protein EttA,informative_multi,WP_014576039.1,1,1.0,eggnog,Bacteria,1,
other_hetero,eggnog:1MV6Q@1224,M8001_21015,Pseudomonas putida KT2440,idh,NADP-dependent isocitrate dehydrogenase,informative_multi,WP_010954815.1,1,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MXJY@1224,M8001_24150,Pseudomonas putida KT2440,pagO,DMT family transporter,informative_multi,WP_010955268.1,1,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MVCE@1224,SPO0347,Ruegeria pomeroyi DSS-3,sucC,ADP-forming succinate--CoA ligase subunit beta,informative_multi,WP_011046108.1,1,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MU7T@1224,SPO0362,Ruegeria pomeroyi DSS-3,,hypothetical protein,informative_multi,WP_044027809.1,1,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1R3SD@1224,SPO1085,Ruegeria pomeroyi DSS-3,,isocitrate lyase/PEP mutase family protein,informative_multi,WP_011046832.1,1,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1NHQG@1224,SPO1096,Ruegeria pomeroyi DSS-3,,hypothetical protein,no_evidence,WP_011046843.1,1,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1RD63@1224,SPO1293,Ruegeria pomeroyi DSS-3,phaP,"phasin, PhaP",informative_single,WP_011047034.1,1,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MVV2@1224,SPO1490,Ruegeria pomeroyi DSS-3,,substrate-binding domain-containing protein,informative_multi,WP_202807077.1,1,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MW3N@1224,SPO1796,Ruegeria pomeroyi DSS-3,fdhF,formate dehydrogenase subunit alpha,informative_multi,WP_011047529.1,1,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MV09@1224,SPO3109,Ruegeria pomeroyi DSS-3,tolB,Tol-Pal system beta propeller repeat protein TolB,informative_multi,WP_011048799.1,1,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MUFU@1224,SPO3162,Ruegeria pomeroyi DSS-3,atpD,F0F1 ATP synthase subunit beta,informative_multi,WP_011048852.1,1,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1N9S0@1224,SPO3452a,Ruegeria pomeroyi DSS-3,,hypothetical protein,no_evidence,WP_030003262.1,1,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MUST@1224,SPO3825,Ruegeria pomeroyi DSS-3,rplC,50S ribosomal protein L3,informative_multi,WP_011049497.1,1,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1NGYJ@1224,Sputw3181_0808,Shewanella sp. W3-18-1,csgB,curlin,informative_multi,WP_011788187.1,1,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1NUAB@1224,Sputw3181_0919,Shewanella sp. W3-18-1,,LysR family transcriptional regulator,informative_multi,WP_011788296.1,1,1.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:COG1028@2,HP15_1225,Marinobacter (MarRef v6),yciK,YciK family oxidoreductase,informative_multi,WP_008171450.1,1,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0152@2,HP15_2025,Marinobacter (MarRef v6),purC,phosphoribosylaminoimidazolesuccinocarboxamide synthase,informative_multi,WP_008169108.1,1,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG1219@2,HP15_2184,Marinobacter (MarRef v6),clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,informative_multi,WP_008174598.1,1,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0008@2,HP15_2191,Marinobacter (MarRef v6),glnS,glutamine--tRNA ligase/YqeY domain fusion protein,informative_multi,WP_014577525.1,1,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG1077@2,HP15_2455,Marinobacter (MarRef v6),mreB,rod shape-determining protein,informative_multi,WP_008170134.1,1,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0021@2,HP15_2913,Marinobacter (MarRef v6),tkt1,transketolase,informative_multi,WP_014578165.1,1,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0532@2,HP15_3067,Marinobacter (MarRef v6),infB,translation initiation factor IF-2,informative_multi,WP_014578292.1,1,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0147@2,HP15_3288,Marinobacter (MarRef v6),trpE,anthranilate synthase component I,informative_multi,WP_041646392.1,1,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0446@2,HP15_3349,Marinobacter (MarRef v6),rubB,NAD(P)/FAD-dependent oxidoreductase,informative_multi,WP_014578533.1,1,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0226@2,HP15_3389,Marinobacter (MarRef v6),pstS,substrate-binding domain-containing protein,informative_multi,WP_169702178.1,1,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG4774@2,HP15_3673,Marinobacter (MarRef v6),fhuA,TonB-dependent siderophore receptor,informative_multi,WP_041645841.1,1,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0049@2,HP15_376,Marinobacter (MarRef v6),rpsG,30S ribosomal protein S7,informative_multi,WP_008174847.1,1,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0088@2,HP15_381,Marinobacter (MarRef v6),rplD,50S ribosomal protein L4,informative_multi,WP_008174860.1,1,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG1012@2,HP15_906,Marinobacter (MarRef v6),aldH6A1,CoA-acylating methylmalonate-semialdehyde dehydrogenase,informative_multi,WP_008175948.1,1,2.0,eggnog,Bacteria,1,
other_hetero,eggnog:1MV5D@1224,M8001_05600,Pseudomonas putida KT2440,gltI,glutamate/aspartate ABC transporter substrate-binding protein,informative_multi,WP_049588510.1,1,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MUGA@1224,M8001_21885,Pseudomonas putida KT2440,sucD,succinate--CoA ligase subunit alpha,informative_multi,WP_003254203.1,1,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MXZQ@1224,M8001_24155,Pseudomonas putida KT2440,tetD,helix-turn-helix domain-containing protein,informative_multi,WP_010955269.1,1,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MUKS@1224,SPO0568,Ruegeria pomeroyi DSS-3,,indolepyruvate ferredoxin oxidoreductase family protein,informative_multi,WP_011046324.1,1,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MVC0@1224,SPO0728,Ruegeria pomeroyi DSS-3,tuf,elongation factor Tu,informative_multi,WP_011046478.1,1,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1N5MC@1224,SPO1001,Ruegeria pomeroyi DSS-3,soxF,NAD(P)/FAD-dependent oxidoreductase,informative_multi,WP_011046749.1,1,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1NTFS@1224,SPO1465,Ruegeria pomeroyi DSS-3,dctP,TRAP transporter substrate-binding protein DctP,informative_multi,WP_011047202.1,1,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MVPR@1224,SPO1960,Ruegeria pomeroyi DSS-3,,serine hydrolase domain-containing protein,informative_multi,WP_011047691.1,1,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MVW9@1224,SPO3366,Ruegeria pomeroyi DSS-3,,"metal ABC transporter solute-binding protein, Zn/Mn family",informative_multi,WP_011049049.1,1,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MUVU@1224,SPO3537,Ruegeria pomeroyi DSS-3,yejA,extracellular solute-binding protein,informative_multi,WP_044028782.1,1,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MWRB@1224,SPO3661,Ruegeria pomeroyi DSS-3,,5-oxoprolinase subunit B family protein,informative_multi,WP_011049341.1,1,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1R8QE@1224,Sputw3181_0807,Shewanella sp. W3-18-1,,curlin,informative_single,WP_011788186.1,1,2.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:COG1047@2,HP15_1758,Marinobacter (MarRef v6),slyD,FKBP-type peptidyl-prolyl cis-trans isomerase,informative_multi,WP_008171631.1,1,3.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0824@2,HP15_2198,Marinobacter (MarRef v6),,acyl-CoA thioesterase,informative_multi,WP_014577531.1,1,3.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0835@2,HP15_2292,Marinobacter (MarRef v6),cheW,chemotaxis protein CheW,informative_multi,WP_008173094.1,1,3.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0090@2,HP15_383,Marinobacter (MarRef v6),rplB,50S ribosomal protein L2,informative_multi,WP_014575956.1,1,3.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG2998@2,HP15_4133,Marinobacter (MarRef v6),tupA,substrate-binding domain-containing protein,informative_multi,WP_041645991.1,1,3.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG4796@2,HP15_478,Marinobacter (MarRef v6),pilQ,type IV pilus secretin PilQ,informative_multi,WP_014576031.1,1,3.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0054@2,HP15_494,Marinobacter (MarRef v6),ribH,"6,7-dimethyl-8-ribityllumazine synthase",informative_multi,WP_008170762.1,1,3.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG1190@2,HP15_768,Marinobacter (MarRef v6),lysS,lysine--tRNA ligase,informative_multi,WP_014576273.1,1,3.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG1639@2,HP15_770,Marinobacter (MarRef v6),,HDOD domain-containing protein,informative_multi,WP_014576275.1,1,3.0,eggnog,Bacteria,1,
other_hetero,eggnog:1MZQD@1224,M8001_02475,Pseudomonas putida KT2440,rplX,50S ribosomal protein L24,informative_multi,WP_003255476.1,1,3.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MV4Z@1224,M8001_14325,Pseudomonas putida KT2440,,NAD(P)/FAD-dependent oxidoreductase,informative_multi,WP_010953650.1,1,3.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MZ3Q@1224,M8001_15495,Pseudomonas putida KT2440,dgkA,diacylglycerol kinase,informative_multi,WP_031297681.1,1,3.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MZ5B@1224,M8001_27870,Pseudomonas putida KT2440,hupA,HU family DNA-binding protein,informative_multi,WP_003253355.1,1,3.0,eggnog,Proteobacteria,2,SPO3744
other_hetero,eggnog:1MWBS@1224,SPO1163,Ruegeria pomeroyi DSS-3,hisB,imidazoleglycerol-phosphate dehydratase HisB,informative_multi,WP_011046909.1,1,3.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1RH7T@1224,SPO1429,Ruegeria pomeroyi DSS-3,omp28,SIMPL domain-containing protein,informative_multi,WP_011047166.1,1,3.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1P20V@1224,SPO1820,Ruegeria pomeroyi DSS-3,,ABC transporter substrate-binding protein,informative_multi,WP_011047553.1,1,3.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MZEW@1224,SPO1990,Ruegeria pomeroyi DSS-3,rplU,50S ribosomal protein L21,informative_multi,WP_011047721.1,1,3.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1QV7P@1224,SPO2260,Ruegeria pomeroyi DSS-3,,head-tail connector protein,informative_single,WP_044028335.1,1,3.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MUP5@1224,SPO2264,Ruegeria pomeroyi DSS-3,gp34,phage portal protein,informative_multi,WP_011047985.1,1,3.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MV4B@1224,SPO2305,Ruegeria pomeroyi DSS-3,purB,adenylosuccinate lyase,informative_multi,WP_011048022.1,1,3.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MX03@1224,SPO2904,Ruegeria pomeroyi DSS-3,,bifunctional metallophosphatase/5^-nucleotidase,informative_multi,WP_011048604.1,1,3.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:1MZCE@1224,Sputw3181_0961,Shewanella sp. W3-18-1,csgE,curli production assembly/transport protein CsgE,informative_multi,WP_011788337.1,1,3.0,eggnog,Proteobacteria,1,
other_hetero,eggnog:COG2440@2,HP15_1757,Marinobacter (MarRef v6),etfD,electron transfer flavoprotein-ubiquinone oxidoreductase,informative_multi,WP_041646211.1,1,4.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG2304@2,HP15_1878,Marinobacter (MarRef v6),,VWA domain-containing protein,informative_single,WP_227499740.1,1,4.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG1185@2,HP15_3063,Marinobacter (MarRef v6),pnp,polyribonucleotide nucleotidyltransferase,informative_multi,WP_014578290.1,1,4.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0289@2,HP15_3079,Marinobacter (MarRef v6),dapB,4-hydroxy-tetrahydrodipicolinate reductase,informative_multi,WP_014578299.1,1,4.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG4993@2,HP15_3160,Marinobacter (MarRef v6),pedH,PQQ-dependent methanol/ethanol family dehydrogenase,informative_multi,WP_014578370.1,1,4.0,eggnog,Bacteria,1,
other_hetero,eggnog:COG0828@2,HP15_317,Marinobacter (MarRef v6),rpsU,30S ribosomal protein S21,informative_multi,WP_007153483.1,1,4.0,eggnog,Bacteria,1,
